User_ID,Name,Experience Level,Preferred Learning Mode,Area of Interest,Technologies of Interest,Time commitment (hrs/week),Courses Explored,Courses Enrolled,Completion Status,Feedback Rating
315,User_215,Advanced,Hybrid,Software Development,"Python, R, SQL",8,Data Science with Python,Full-Stack fundamentals,Completed,3.5
316,User_216,Advanced,Self-paced,Front-End Development,"Python, R, SQL",17,CSS Basics,Full-Stack fundamentals,In Progress,3.3
317,User_217,Beginner,Hybrid,Data Science,"JavaScript, Node.js, React",5,Node.js Essentials,Data Science with Python,Completed,3.7
318,User_218,Beginner,Self-paced,Full-Stack Development,"Java, Python",20,Advanced SQL Techniques,Full-Stack fundamentals,In Progress,4.8
319,User_219,Intermediate,Instructor-led,Data Science,"Python, R, SQL",16,CSS Basics,Data Science with Python,Completed,4.2
320,User_220,Intermediate,Instructor-led,Software Development,"Java, Python",11,Data Science with Python,Full-Stack fundamentals,In Progress,4.5
321,User_221,Advanced,Self-paced,Full-Stack Development,"JavaScript, Node.js, React",6,Node.js Essentials,"Intro to HTML, CSS",In Progress,3.8
322,User_222,Advanced,Hybrid,Software Development,"HTML, CSS, JavaScript",18,CSS Basics,JavaScript Essentials,Completed,4.4
323,User_223,Advanced,Self-paced,Data Science,"Java, Python",5,Advanced SQL Techniques,Java Basics,In Progress,3.5
324,User_224,Intermediate,Instructor-led,Data Science,"HTML, CSS, JavaScript",18,Full-Stack fundamentals,Data Science with Python,Completed,3.3
325,User_225,Intermediate,Self-paced,Front-End Development,"Java, Python",11,Node.js Essentials,JavaScript Essentials,Completed,3.4
326,User_226,Intermediate,Instructor-led,Full-Stack Development,"HTML, CSS, JavaScript",14,Intro to HTML,JavaScript Essentials,In Progress,3.8
327,User_227,Intermediate,Hybrid,Front-End Development,"Python, R, SQL",15,Python for Beginners,JavaScript Essentials,In Progress,3.6
328,User_228,Intermediate,Self-paced,Software Development,"HTML, CSS, JavaScript",11,Java Basics,Full-Stack fundamentals,Completed,4.9
329,User_229,Advanced,Hybrid,Software Development,"Python, R, SQL",9,Java Basics,Full-Stack fundamentals,In Progress,3.5
330,User_230,Intermediate,Self-paced,Software Development,"JavaScript, Node.js, React",10,Python for Beginners,"Intro to HTML, CSS",Completed,4.4
331,User_231,Intermediate,Self-paced,Full-Stack Development,"Python, R, SQL",10,Data Science with Python,Full-Stack fundamentals,In Progress,3.9
332,User_232,Intermediate,Instructor-led,Data Science,"JavaScript, Node.js, React",13,Node.js Essentials,Data Science with Python,In Progress,3.8
333,User_233,Advanced,Hybrid,Full-Stack Development,"Python, R, SQL",11,CSS Basics,Java Basics,In Progress,3.7
334,User_234,Advanced,Hybrid,Full-Stack Development,"Java, Python",11,Advanced SQL Techniques,JavaScript Essentials,Completed,4.0
335,User_235,Beginner,Instructor-led,Full-Stack Development,"HTML, CSS, JavaScript",14,Advanced SQL Techniques,Full-Stack fundamentals,In Progress,3.3
336,User_236,Beginner,Self-paced,Front-End Development,"HTML, CSS, JavaScript",7,Java Basics,Java Basics,Completed,4.1
337,User_237,Intermediate,Hybrid,Software Development,"Java, Python",9,Java Basics,"Intro to HTML, CSS",Completed,4.0
338,User_238,Advanced,Self-paced,Full-Stack Development,"JavaScript, Node.js, React",8,Advanced SQL Techniques,"Intro to HTML, CSS",In Progress,3.5
339,User_239,Beginner,Instructor-led,Front-End Development,"Python, R, SQL",20,Advanced SQL Techniques,Full-Stack fundamentals,In Progress,4.3
340,User_240,Beginner,Hybrid,Data Science,"Python, R, SQL",13,Python for Beginners,"Intro to HTML, CSS",Completed,4.8
341,User_241,Beginner,Hybrid,Full-Stack Development,"HTML, CSS, JavaScript",9,Java Basics,Java Basics,Completed,4.3
342,User_242,Beginner,Self-paced,Front-End Development,"JavaScript, Node.js, React",12,Python for Beginners,Full-Stack fundamentals,In Progress,3.1
343,User_243,Advanced,Self-paced,Front-End Development,"HTML, CSS, JavaScript",8,Python for Beginners,Data Science with Python,In Progress,4.4
344,User_244,Beginner,Instructor-led,Data Science,"Python, R, SQL",12,Java Basics,"Intro to HTML, CSS",Completed,4.5
345,User_245,Intermediate,Instructor-led,Front-End Development,"JavaScript, Node.js, React",19,CSS Basics,Java Basics,In Progress,3.6
346,User_246,Intermediate,Hybrid,Front-End Development,"Python, R, SQL",20,Advanced SQL Techniques,Full-Stack fundamentals,In Progress,4.1
347,User_247,Advanced,Hybrid,Front-End Development,"JavaScript, Node.js, React",17,Data Science with Python,Full-Stack fundamentals,Completed,4.0
348,User_248,Intermediate,Self-paced,Full-Stack Development,"Java, Python",16,Full-Stack fundamentals,JavaScript Essentials,Completed,4.5
349,User_249,Beginner,Hybrid,Full-Stack Development,"Python, R, SQL",7,Advanced SQL Techniques,Data Science with Python,In Progress,5.0
350,User_250,Advanced,Instructor-led,Software Development,"Python, R, SQL",12,Java Basics,JavaScript Essentials,Completed,4.1
351,User_251,Intermediate,Instructor-led,Software Development,"JavaScript, Node.js, React",9,Advanced SQL Techniques,Data Science with Python,In Progress,3.1
352,User_252,Advanced,Self-paced,Front-End Development,"JavaScript, Node.js, React",7,Full-Stack fundamentals,Full-Stack fundamentals,In Progress,4.3
353,User_253,Intermediate,Hybrid,Software Development,"Java, Python",19,Intro to HTML,Data Science with Python,In Progress,4.4
354,User_254,Beginner,Instructor-led,Software Development,"Java, Python",18,Advanced SQL Techniques,Full-Stack fundamentals,In Progress,3.6
355,User_255,Advanced,Instructor-led,Front-End Development,"HTML, CSS, JavaScript",8,Full-Stack fundamentals,JavaScript Essentials,Completed,5.0
356,User_256,Advanced,Instructor-led,Front-End Development,"Python, R, SQL",15,Full-Stack fundamentals,Data Science with Python,In Progress,4.6
357,User_257,Intermediate,Hybrid,Data Science,"HTML, CSS, JavaScript",18,Full-Stack fundamentals,Full-Stack fundamentals,Completed,3.5
358,User_258,Advanced,Instructor-led,Software Development,"HTML, CSS, JavaScript",16,CSS Basics,Full-Stack fundamentals,In Progress,3.3
359,User_259,Beginner,Instructor-led,Full-Stack Development,"Java, Python",12,Full-Stack fundamentals,Data Science with Python,Completed,3.2
360,User_260,Intermediate,Hybrid,Full-Stack Development,"Java, Python",12,Full-Stack fundamentals,"Intro to HTML, CSS",In Progress,3.8
361,User_261,Intermediate,Hybrid,Full-Stack Development,"Python, R, SQL",17,Intro to HTML,Full-Stack fundamentals,In Progress,3.3
362,User_262,Beginner,Hybrid,Data Science,"Java, Python",7,CSS Basics,JavaScript Essentials,Completed,4.8
363,User_263,Intermediate,Instructor-led,Software Development,"Python, R, SQL",20,Data Science with Python,JavaScript Essentials,Completed,4.4
364,User_264,Intermediate,Instructor-led,Full-Stack Development,"JavaScript, Node.js, React",5,CSS Basics,"Intro to HTML, CSS",Completed,4.2
365,User_265,Intermediate,Hybrid,Front-End Development,"Python, R, SQL",10,Full-Stack fundamentals,"Intro to HTML, CSS",Completed,4.4
366,User_266,Intermediate,Hybrid,Data Science,"HTML, CSS, JavaScript",20,Data Science with Python,Full-Stack fundamentals,Completed,3.5
367,User_267,Intermediate,Self-paced,Front-End Development,"Java, Python",8,Full-Stack fundamentals,"Intro to HTML, CSS",In Progress,4.2
368,User_268,Beginner,Hybrid,Data Science,"Python, R, SQL",12,Intro to HTML,Full-Stack fundamentals,In Progress,4.5
369,User_269,Beginner,Instructor-led,Full-Stack Development,"Python, R, SQL",16,Intro to HTML,Data Science with Python,Completed,4.8
370,User_270,Advanced,Self-paced,Software Development,"Java, Python",17,Data Science with Python,Java Basics,Completed,3.0
371,User_271,Intermediate,Instructor-led,Full-Stack Development,"JavaScript, Node.js, React",20,Node.js Essentials,Java Basics,In Progress,3.8
372,User_272,Intermediate,Hybrid,Data Science,"JavaScript, Node.js, React",14,CSS Basics,JavaScript Essentials,In Progress,3.6
373,User_273,Intermediate,Instructor-led,Data Science,"JavaScript, Node.js, React",10,Intro to HTML,Full-Stack fundamentals,In Progress,4.3
374,User_274,Intermediate,Self-paced,Front-End Development,"Java, Python",14,Advanced SQL Techniques,Data Science with Python,Completed,4.9
375,User_275,Intermediate,Instructor-led,Data Science,"Java, Python",14,Python for Beginners,"Intro to HTML, CSS",Completed,3.3
376,User_276,Intermediate,Instructor-led,Full-Stack Development,"JavaScript, Node.js, React",8,Java Basics,Data Science with Python,In Progress,4.0
377,User_277,Intermediate,Self-paced,Full-Stack Development,"Java, Python",5,Python for Beginners,Data Science with Python,Completed,4.1
378,User_278,Intermediate,Hybrid,Software Development,"Java, Python",15,Java Basics,Data Science with Python,In Progress,4.2
379,User_279,Advanced,Self-paced,Data Science,"JavaScript, Node.js, React",5,Full-Stack fundamentals,"Intro to HTML, CSS",Completed,4.1
380,User_280,Advanced,Instructor-led,Front-End Development,"HTML, CSS, JavaScript",10,Intro to HTML,Full-Stack fundamentals,In Progress,4.4
381,User_281,Advanced,Hybrid,Software Development,"JavaScript, Node.js, React",12,Full-Stack fundamentals,Java Basics,Completed,4.8
382,User_282,Advanced,Hybrid,Front-End Development,"Python, R, SQL",17,Advanced SQL Techniques,Data Science with Python,In Progress,3.9
383,User_283,Intermediate,Hybrid,Software Development,"JavaScript, Node.js, React",18,Advanced SQL Techniques,JavaScript Essentials,Completed,3.6
384,User_284,Beginner,Hybrid,Data Science,"Python, R, SQL",18,Data Science with Python,JavaScript Essentials,In Progress,5.0
385,User_285,Advanced,Instructor-led,Full-Stack Development,"HTML, CSS, JavaScript",20,Data Science with Python,"Intro to HTML, CSS",In Progress,4.3
386,User_286,Advanced,Self-paced,Front-End Development,"Python, R, SQL",12,Java Basics,JavaScript Essentials,Completed,3.2
387,User_287,Intermediate,Hybrid,Front-End Development,"Python, R, SQL",10,Full-Stack fundamentals,Java Basics,Completed,3.0
388,User_288,Advanced,Self-paced,Full-Stack Development,"Java, Python",6,Java Basics,"Intro to HTML, CSS",In Progress,4.6
389,User_289,Beginner,Instructor-led,Data Science,"Java, Python",15,Node.js Essentials,Data Science with Python,Completed,4.9
390,User_290,Advanced,Self-paced,Front-End Development,"JavaScript, Node.js, React",12,Full-Stack fundamentals,JavaScript Essentials,Completed,3.1
391,User_291,Intermediate,Hybrid,Full-Stack Development,"Java, Python",5,Data Science with Python,Full-Stack fundamentals,In Progress,3.2
392,User_292,Advanced,Self-paced,Data Science,"Python, R, SQL",11,Intro to HTML,Full-Stack fundamentals,Completed,4.2
393,User_293,Intermediate,Instructor-led,Software Development,"Python, R, SQL",15,Intro to HTML,Java Basics,Completed,4.7
394,User_294,Advanced,Hybrid,Data Science,"JavaScript, Node.js, React",17,Full-Stack fundamentals,"Intro to HTML, CSS",Completed,4.7
395,User_295,Beginner,Hybrid,Data Science,"Java, Python",19,Advanced SQL Techniques,Java Basics,In Progress,4.7
396,User_296,Beginner,Self-paced,Full-Stack Development,"HTML, CSS, JavaScript",19,Intro to HTML,Java Basics,In Progress,3.0
397,User_297,Intermediate,Hybrid,Data Science,"JavaScript, Node.js, React",11,Node.js Essentials,"Intro to HTML, CSS",In Progress,3.9
398,User_298,Intermediate,Hybrid,Data Science,"Python, R, SQL",13,Full-Stack fundamentals,Full-Stack fundamentals,Completed,4.4
399,User_299,Beginner,Hybrid,Full-Stack Development,"Java, Python",6,Node.js Essentials,Data Science with Python,In Progress,4.9
400,User_300,Intermediate,Instructor-led,Front-End Development,"HTML, CSS, JavaScript",9,Python for Beginners,Java Basics,In Progress,3.4
401,User_301,Intermediate,Self-paced,Data Science,"HTML, CSS, JavaScript",7,Intro to HTML,Java Basics,Completed,4.6
402,User_302,Advanced,Hybrid,Full-Stack Development,"HTML, CSS, JavaScript",14,Node.js Essentials,Full-Stack fundamentals,In Progress,4.6
403,User_303,Intermediate,Instructor-led,Full-Stack Development,"Python, R, SQL",9,Full-Stack fundamentals,Java Basics,In Progress,4.5
404,User_304,Intermediate,Hybrid,Full-Stack Development,"Python, R, SQL",13,Intro to HTML,JavaScript Essentials,In Progress,3.9
405,User_305,Beginner,Self-paced,Front-End Development,"Java, Python",9,CSS Basics,"Intro to HTML, CSS",Completed,3.8
406,User_306,Intermediate,Hybrid,Full-Stack Development,"Python, R, SQL",13,Java Basics,"Intro to HTML, CSS",Completed,4.2
407,User_307,Intermediate,Self-paced,Front-End Development,"Python, R, SQL",6,Intro to HTML,Full-Stack fundamentals,In Progress,4.2
408,User_308,Intermediate,Instructor-led,Full-Stack Development,"Python, R, SQL",11,CSS Basics,Full-Stack fundamentals,Completed,3.6
409,User_309,Intermediate,Self-paced,Data Science,"JavaScript, Node.js, React",18,Java Basics,Data Science with Python,In Progress,4.8
410,User_310,Advanced,Instructor-led,Full-Stack Development,"Java, Python",8,Intro to HTML,Java Basics,Completed,3.4
411,User_311,Advanced,Instructor-led,Front-End Development,"Java, Python",14,Data Science with Python,Java Basics,In Progress,3.3
412,User_312,Beginner,Hybrid,Software Development,"JavaScript, Node.js, React",16,CSS Basics,"Intro to HTML, CSS",Completed,3.9
413,User_313,Beginner,Self-paced,Software Development,"HTML, CSS, JavaScript",5,Java Basics,Java Basics,Completed,4.4
414,User_314,Intermediate,Instructor-led,Software Development,"Java, Python",20,Intro to HTML,Java Basics,In Progress,3.9
415,User_315,Advanced,Hybrid,Full-Stack Development,"Java, Python",12,Intro to HTML,Java Basics,In Progress,3.3
416,User_316,Beginner,Hybrid,Data Science,"HTML, CSS, JavaScript",16,Full-Stack fundamentals,"Intro to HTML, CSS",In Progress,4.0
417,User_317,Intermediate,Self-paced,Front-End Development,"Java, Python",7,Full-Stack fundamentals,Java Basics,Completed,4.1
418,User_318,Advanced,Hybrid,Software Development,"Python, R, SQL",15,Data Science with Python,Data Science with Python,Completed,3.0
419,User_319,Beginner,Self-paced,Software Development,"Java, Python",13,Java Basics,Java Basics,In Progress,3.2
420,User_320,Advanced,Instructor-led,Full-Stack Development,"JavaScript, Node.js, React",7,Advanced SQL Techniques,JavaScript Essentials,In Progress,4.1
421,User_321,Advanced,Self-paced,Software Development,"Python, R, SQL",16,Python for Beginners,Full-Stack fundamentals,Completed,4.2
422,User_322,Advanced,Instructor-led,Data Science,"Python, R, SQL",19,Java Basics,"Intro to HTML, CSS",In Progress,4.6
423,User_323,Advanced,Hybrid,Software Development,"JavaScript, Node.js, React",19,Java Basics,"Intro to HTML, CSS",Completed,3.7
424,User_324,Advanced,Instructor-led,Full-Stack Development,"HTML, CSS, JavaScript",18,Python for Beginners,Data Science with Python,Completed,3.7
425,User_325,Intermediate,Self-paced,Software Development,"Python, R, SQL",12,Java Basics,Data Science with Python,In Progress,4.9
426,User_326,Advanced,Instructor-led,Front-End Development,"JavaScript, Node.js, React",12,Full-Stack fundamentals,"Intro to HTML, CSS",Completed,4.0
427,User_327,Beginner,Hybrid,Front-End Development,"JavaScript, Node.js, React",18,CSS Basics,JavaScript Essentials,In Progress,4.8
428,User_328,Beginner,Hybrid,Software Development,"Java, Python",18,CSS Basics,"Intro to HTML, CSS",In Progress,4.7
429,User_329,Advanced,Hybrid,Front-End Development,"Java, Python",19,Data Science with Python,Data Science with Python,Completed,3.7
430,User_330,Advanced,Hybrid,Front-End Development,"Python, R, SQL",19,Data Science with Python,JavaScript Essentials,In Progress,4.7
431,User_331,Advanced,Hybrid,Full-Stack Development,"HTML, CSS, JavaScript",18,Data Science with Python,Java Basics,Completed,3.9
432,User_332,Advanced,Self-paced,Data Science,"JavaScript, Node.js, React",14,CSS Basics,JavaScript Essentials,Completed,4.6
433,User_333,Advanced,Self-paced,Software Development,"JavaScript, Node.js, React",5,Full-Stack fundamentals,Java Basics,Completed,4.6
434,User_334,Intermediate,Instructor-led,Full-Stack Development,"Java, Python",13,Full-Stack fundamentals,Full-Stack fundamentals,In Progress,4.5
435,User_335,Advanced,Self-paced,Data Science,"Python, R, SQL",17,CSS Basics,Java Basics,In Progress,4.1
436,User_336,Beginner,Instructor-led,Data Science,"HTML, CSS, JavaScript",11,Data Science with Python,Java Basics,In Progress,3.4
437,User_337,Intermediate,Hybrid,Full-Stack Development,"HTML, CSS, JavaScript",8,CSS Basics,"Intro to HTML, CSS",Completed,3.4
438,User_338,Intermediate,Self-paced,Data Science,"JavaScript, Node.js, React",15,Intro to HTML,"Intro to HTML, CSS",In Progress,5.0
439,User_339,Advanced,Instructor-led,Software Development,"Python, R, SQL",8,Java Basics,"Intro to HTML, CSS",Completed,3.3
440,User_340,Beginner,Hybrid,Front-End Development,"JavaScript, Node.js, React",10,Java Basics,Data Science with Python,In Progress,4.5
441,User_341,Intermediate,Self-paced,Front-End Development,"Java, Python",14,Python for Beginners,Java Basics,In Progress,4.6
442,User_342,Intermediate,Self-paced,Front-End Development,"HTML, CSS, JavaScript",20,Advanced SQL Techniques,Data Science with Python,Completed,4.0
443,User_343,Beginner,Hybrid,Full-Stack Development,"JavaScript, Node.js, React",18,Python for Beginners,JavaScript Essentials,Completed,3.2
444,User_344,Beginner,Self-paced,Full-Stack Development,"Python, R, SQL",6,Full-Stack fundamentals,JavaScript Essentials,Completed,4.6
445,User_345,Beginner,Self-paced,Front-End Development,"JavaScript, Node.js, React",11,Python for Beginners,JavaScript Essentials,In Progress,4.9
446,User_346,Beginner,Instructor-led,Full-Stack Development,"Java, Python",16,Node.js Essentials,"Intro to HTML, CSS",Completed,4.4
447,User_347,Beginner,Hybrid,Front-End Development,"Java, Python",14,Data Science with Python,Java Basics,Completed,3.5
448,User_348,Intermediate,Hybrid,Data Science,"HTML, CSS, JavaScript",17,Advanced SQL Techniques,Data Science with Python,Completed,3.2
449,User_349,Advanced,Instructor-led,Front-End Development,"Java, Python",14,Python for Beginners,Full-Stack fundamentals,In Progress,3.8
450,User_350,Advanced,Self-paced,Front-End Development,"Python, R, SQL",14,Python for Beginners,JavaScript Essentials,Completed,4.7
451,User_351,Advanced,Instructor-led,Full-Stack Development,"Python, R, SQL",15,Data Science with Python,Full-Stack fundamentals,In Progress,4.4
452,User_352,Intermediate,Instructor-led,Data Science,"Java, Python",9,Advanced SQL Techniques,Java Basics,In Progress,3.7
453,User_353,Beginner,Self-paced,Full-Stack Development,"HTML, CSS, JavaScript",16,Node.js Essentials,Data Science with Python,Completed,3.4
454,User_354,Intermediate,Hybrid,Data Science,"Java, Python",13,Full-Stack fundamentals,JavaScript Essentials,In Progress,3.6
455,User_355,Beginner,Instructor-led,Software Development,"HTML, CSS, JavaScript",20,Python for Beginners,"Intro to HTML, CSS",Completed,4.2
456,User_356,Advanced,Hybrid,Full-Stack Development,"HTML, CSS, JavaScript",9,Python for Beginners,Full-Stack fundamentals,In Progress,3.7
457,User_357,Beginner,Self-paced,Front-End Development,"Java, Python",5,Data Science with Python,Data Science with Python,Completed,3.3
458,User_358,Intermediate,Self-paced,Full-Stack Development,"Java, Python",14,Node.js Essentials,Data Science with Python,Completed,4.9
459,User_359,Advanced,Hybrid,Full-Stack Development,"JavaScript, Node.js, React",17,Data Science with Python,"Intro to HTML, CSS",Completed,4.8
460,User_360,Advanced,Hybrid,Full-Stack Development,"Python, R, SQL",20,Data Science with Python,Java Basics,In Progress,3.8
461,User_361,Intermediate,Self-paced,Front-End Development,"Python, R, SQL",18,Python for Beginners,"Intro to HTML, CSS",In Progress,4.2
462,User_362,Beginner,Hybrid,Front-End Development,"JavaScript, Node.js, React",10,Node.js Essentials,Data Science with Python,Completed,3.5
463,User_363,Advanced,Instructor-led,Full-Stack Development,"HTML, CSS, JavaScript",12,Python for Beginners,"Intro to HTML, CSS",Completed,4.2
464,User_364,Advanced,Instructor-led,Software Development,"HTML, CSS, JavaScript",18,Advanced SQL Techniques,Data Science with Python,In Progress,4.0
465,User_365,Advanced,Self-paced,Full-Stack Development,"HTML, CSS, JavaScript",20,CSS Basics,Data Science with Python,Completed,3.5
466,User_366,Advanced,Hybrid,Software Development,"Python, R, SQL",11,Intro to HTML,Data Science with Python,Completed,3.9
467,User_367,Intermediate,Self-paced,Front-End Development,"Java, Python",14,Node.js Essentials,Data Science with Python,Completed,4.1
468,User_368,Beginner,Instructor-led,Front-End Development,"Java, Python",20,Full-Stack fundamentals,JavaScript Essentials,In Progress,4.0
469,User_369,Intermediate,Instructor-led,Front-End Development,"HTML, CSS, JavaScript",9,Intro to HTML,Full-Stack fundamentals,Completed,4.2
470,User_370,Advanced,Instructor-led,Software Development,"Java, Python",18,Python for Beginners,"Intro to HTML, CSS",In Progress,4.0
471,User_371,Beginner,Hybrid,Full-Stack Development,"Java, Python",11,Intro to HTML,"Intro to HTML, CSS",Completed,3.8
472,User_372,Beginner,Instructor-led,Front-End Development,"Java, Python",6,CSS Basics,JavaScript Essentials,In Progress,3.6
473,User_373,Beginner,Self-paced,Software Development,"HTML, CSS, JavaScript",12,Python for Beginners,JavaScript Essentials,In Progress,3.2
474,User_374,Advanced,Instructor-led,Front-End Development,"Python, R, SQL",16,Java Basics,Java Basics,In Progress,3.8
475,User_375,Advanced,Self-paced,Front-End Development,"Python, R, SQL",9,Full-Stack fundamentals,JavaScript Essentials,In Progress,4.3
476,User_376,Intermediate,Hybrid,Data Science,"Java, Python",8,Advanced SQL Techniques,JavaScript Essentials,Completed,3.4
477,User_377,Beginner,Hybrid,Software Development,"Python, R, SQL",8,Data Science with Python,"Intro to HTML, CSS",Completed,4.8
478,User_378,Intermediate,Self-paced,Data Science,"Python, R, SQL",7,Java Basics,Java Basics,Completed,3.7
479,User_379,Advanced,Hybrid,Software Development,"HTML, CSS, JavaScript",18,Java Basics,Data Science with Python,Completed,3.7
480,User_380,Beginner,Instructor-led,Front-End Development,"Java, Python",12,Intro to HTML,Data Science with Python,Completed,3.6
481,User_381,Beginner,Self-paced,Software Development,"Java, Python",13,CSS Basics,Java Basics,In Progress,4.8
482,User_382,Beginner,Instructor-led,Front-End Development,"Python, R, SQL",11,Advanced SQL Techniques,"Intro to HTML, CSS",Completed,4.7
483,User_383,Intermediate,Hybrid,Software Development,"HTML, CSS, JavaScript",16,Java Basics,JavaScript Essentials,In Progress,3.2
484,User_384,Beginner,Instructor-led,Front-End Development,"JavaScript, Node.js, React",16,Data Science with Python,Full-Stack fundamentals,In Progress,3.5
485,User_385,Beginner,Instructor-led,Full-Stack Development,"JavaScript, Node.js, React",10,Python for Beginners,JavaScript Essentials,In Progress,4.8
486,User_386,Advanced,Instructor-led,Data Science,"HTML, CSS, JavaScript",14,Node.js Essentials,Full-Stack fundamentals,In Progress,4.7
487,User_387,Advanced,Hybrid,Full-Stack Development,"Python, R, SQL",13,Node.js Essentials,"Intro to HTML, CSS",Completed,3.2
488,User_388,Advanced,Instructor-led,Data Science,"Java, Python",19,Java Basics,"Intro to HTML, CSS",Completed,4.4
489,User_389,Beginner,Instructor-led,Software Development,"Java, Python",16,Java Basics,Full-Stack fundamentals,Completed,3.5
490,User_390,Beginner,Self-paced,Software Development,"HTML, CSS, JavaScript",17,Intro to HTML,Full-Stack fundamentals,Completed,3.1
491,User_391,Intermediate,Self-paced,Software Development,"Java, Python",7,Node.js Essentials,Data Science with Python,In Progress,3.9
492,User_392,Intermediate,Self-paced,Front-End Development,"Java, Python",15,Node.js Essentials,"Intro to HTML, CSS",Completed,3.3
493,User_393,Beginner,Self-paced,Software Development,"Java, Python",7,Data Science with Python,Java Basics,Completed,3.1
494,User_394,Advanced,Instructor-led,Full-Stack Development,"HTML, CSS, JavaScript",9,Java Basics,Java Basics,Completed,3.8
495,User_395,Beginner,Self-paced,Software Development,"Java, Python",15,CSS Basics,"Intro to HTML, CSS",In Progress,4.8
496,User_396,Beginner,Self-paced,Data Science,"JavaScript, Node.js, React",18,CSS Basics,Full-Stack fundamentals,In Progress,3.7
497,User_397,Advanced,Self-paced,Front-End Development,"JavaScript, Node.js, React",9,Data Science with Python,Java Basics,Completed,4.3
498,User_398,Advanced,Instructor-led,Front-End Development,"Java, Python",11,Java Basics,JavaScript Essentials,In Progress,3.0
499,User_399,Beginner,Self-paced,Full-Stack Development,"HTML, CSS, JavaScript",17,Python for Beginners,Data Science with Python,In Progress,3.1
500,User_400,Intermediate,Hybrid,Data Science,"HTML, CSS, JavaScript",5,Python for Beginners,JavaScript Essentials,Completed,3.5
501,User_401,Intermediate,Instructor-led,Front-End Development,"Java, Python",5,Python for Beginners,Full-Stack fundamentals,In Progress,4.5
502,User_402,Beginner,Hybrid,Full-Stack Development,"Java, Python",18,Intro to HTML,"Intro to HTML, CSS",Completed,3.3
503,User_403,Intermediate,Hybrid,Data Science,"JavaScript, Node.js, React",16,Node.js Essentials,"Intro to HTML, CSS",Completed,3.7
504,User_404,Intermediate,Hybrid,Software Development,"Python, R, SQL",6,Python for Beginners,JavaScript Essentials,Completed,4.5
505,User_405,Advanced,Instructor-led,Full-Stack Development,"Java, Python",5,CSS Basics,Full-Stack fundamentals,Completed,4.3
506,User_406,Advanced,Instructor-led,Front-End Development,"JavaScript, Node.js, React",7,Node.js Essentials,Data Science with Python,Completed,3.5
507,User_407,Advanced,Instructor-led,Software Development,"HTML, CSS, JavaScript",12,Full-Stack fundamentals,JavaScript Essentials,In Progress,3.8
508,User_408,Intermediate,Self-paced,Front-End Development,"Java, Python",10,Java Basics,"Intro to HTML, CSS",Completed,4.6
509,User_409,Advanced,Instructor-led,Software Development,"Python, R, SQL",11,Data Science with Python,Java Basics,In Progress,4.7
510,User_410,Intermediate,Self-paced,Data Science,"HTML, CSS, JavaScript",5,Advanced SQL Techniques,JavaScript Essentials,In Progress,3.0
511,User_411,Intermediate,Self-paced,Front-End Development,"Java, Python",16,Full-Stack fundamentals,JavaScript Essentials,Completed,4.7
512,User_412,Intermediate,Self-paced,Data Science,"HTML, CSS, JavaScript",20,Full-Stack fundamentals,Java Basics,Completed,4.2
513,User_413,Intermediate,Hybrid,Data Science,"Java, Python",18,Advanced SQL Techniques,Java Basics,Completed,3.2
514,User_414,Advanced,Self-paced,Software Development,"Java, Python",12,Intro to HTML,Full-Stack fundamentals,In Progress,4.1
515,User_415,Advanced,Self-paced,Full-Stack Development,"JavaScript, Node.js, React",14,Intro to HTML,"Intro to HTML, CSS",Completed,3.5
516,User_416,Intermediate,Self-paced,Full-Stack Development,"Java, Python",14,Python for Beginners,Data Science with Python,In Progress,3.2
517,User_417,Advanced,Instructor-led,Full-Stack Development,"Java, Python",19,Full-Stack fundamentals,Full-Stack fundamentals,Completed,4.2
518,User_418,Intermediate,Hybrid,Full-Stack Development,"Java, Python",5,Advanced SQL Techniques,Java Basics,Completed,3.3
519,User_419,Intermediate,Self-paced,Software Development,"HTML, CSS, JavaScript",13,Intro to HTML,Data Science with Python,Completed,3.2
520,User_420,Intermediate,Self-paced,Data Science,"Java, Python",5,Advanced SQL Techniques,JavaScript Essentials,In Progress,3.2
521,User_421,Intermediate,Self-paced,Data Science,"Java, Python",15,Data Science with Python,"Intro to HTML, CSS",In Progress,5.0
522,User_422,Beginner,Hybrid,Data Science,"HTML, CSS, JavaScript",8,Data Science with Python,Full-Stack fundamentals,Completed,4.7
523,User_423,Advanced,Self-paced,Software Development,"Python, R, SQL",8,Intro to HTML,JavaScript Essentials,Completed,3.2
524,User_424,Beginner,Self-paced,Full-Stack Development,"JavaScript, Node.js, React",13,Data Science with Python,Java Basics,In Progress,4.3
525,User_425,Advanced,Instructor-led,Software Development,"JavaScript, Node.js, React",14,CSS Basics,Full-Stack fundamentals,Completed,3.1
526,User_426,Beginner,Hybrid,Software Development,"HTML, CSS, JavaScript",16,CSS Basics,Data Science with Python,In Progress,4.6
527,User_427,Beginner,Self-paced,Data Science,"Java, Python",9,Intro to HTML,Full-Stack fundamentals,In Progress,4.7
528,User_428,Intermediate,Hybrid,Data Science,"Python, R, SQL",5,Data Science with Python,Java Basics,Completed,4.4
529,User_429,Beginner,Instructor-led,Full-Stack Development,"Python, R, SQL",8,Intro to HTML,"Intro to HTML, CSS",In Progress,4.6
530,User_430,Intermediate,Self-paced,Front-End Development,"Python, R, SQL",20,Intro to HTML,JavaScript Essentials,In Progress,3.0
